"celex","date","dateforce","dateendvalid","lbs","lbcelex","lbsuffix","force","datetranspos"
"31990L0128","1990-02-23","1990-02-27","2002-09-03","0c59ad90-3f43-4ddf-953b-95fb1a34ffff","31989L0109","A03","false","1990-12-31"
"31991L0422","1991-07-15","1991-08-22","9999-12-31","eb143b40-99d0-4b67-81c9-f27321cf29fb","31971L0320","A05","true","1991-09-30"
"31963L0340","1963-05-31","1963-06-04","1969-04-27","8a1bbdf9-1b4d-4bb7-af33-9eefdfa35bbd","11957E106","P2","false","1963-09-04"
"31993L0084","1993-09-30","1993-10-01","2006-12-19","eef0b55c-5fd6-461f-b779-dfb1388bf216","11957E090","P3","false","1993-11-01"
"31980L0723","1980-06-25","1980-07-10","2006-12-19","eef0b55c-5fd6-461f-b779-dfb1388bf216","11957E090","P3","false","1981-12-31"
"31997L0037","1997-06-19","1997-07-17","2009-02-12","d77e33aa-06f6-4a66-93bd-e2e33da0c3f0","31996R0074","A16P1","false","1998-06-01"
"31970L0458","1970-09-29","1970-10-02","2002-08-08","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1973-07-01"
"31982L0368","1982-05-17","1982-05-19","2013-07-11","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1983-12-31"
"31981L0852","1981-09-28","1981-10-09","2001-12-17","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1983-10-09"
"31979L0168","1979-02-05","1978-11-19","1993-09-30","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1979-11-19"
"31977L0313","1977-04-05","1977-04-06","2006-10-30","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1978-10-07"
"31970L0524","1970-11-23","1970-11-25","2010-08-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1973-07-01"
"31976L0767","1976-07-27","1976-07-30","2011-06-30","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1978-01-30"
"31973L0361","1973-11-19","1973-11-22","2023-07-18","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1975-05-22"
"31969L0063","1969-02-18","1969-02-19","9999-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"true","1969-07-01"
"32001L0046","2001-07-23","2001-09-01","2010-08-31","5da7efe4-7429-4995-bb57-a0876f22f41c","11997E152","P4PTB)","false",NA
"32001L0029","2001-05-22","2001-06-22","9999-12-31","9f23e4cd-4b31-4cdf-a6b6-a88bd4bb3b22","11997E047","P2","true",NA
"31984L0167","1984-02-28","1984-03-02","9999-12-31","86e63262-05ec-4633-94bd-9226dc1b094a","31975L0268","A02P2","true",NA
"32002L0006","2002-02-18","2002-03-09","2012-05-18","c2d31e4d-64f9-4020-87d0-17fefed0e0ae","11997E080","P2","false",NA
"32001L0097","2001-12-04","2001-12-28","2005-12-14","9f23e4cd-4b31-4cdf-a6b6-a88bd4bb3b22","11997E047","P2F3","false",NA
"31984L0568","1984-11-27","1984-12-03","9999-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"true",NA
"32008L0055","2008-05-26","2008-06-30","2011-12-31","5aa487e2-a9aa-40c2-b8a7-3d9d9d53ab06","12006E093",NA,"false",NA
"31986L0652","1986-12-18","1986-12-24","2002-01-15","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"32002L0042","2002-05-17","2002-06-11","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false",NA
"32002L0071","2002-08-19","2002-08-29","2008-08-31","0d3c9a90-3a82-40e4-aed6-550eb81858f2","31976L0895","A05","false",NA
"32001L0039","2001-05-23","2001-06-21","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF","false",NA
"31975L0273","1975-04-28","1975-04-30","9999-12-31","86e63262-05ec-4633-94bd-9226dc1b094a","31975L0268","A02P2","true",NA
"32001L0015","2001-02-15","2001-03-14","2009-12-30","9efdc24b-805a-40a7-a2bb-450e836dd006","31989L0398","A04P2","false",NA
"32001L0063","2001-08-17","2001-09-12","2016-12-31","627e7161-857d-4af7-9403-865acdbc95a5","31997L0068","A14","false",NA
"32009L0131","2009-10-16","2009-11-06","2020-10-30","5886daa2-e13f-4b72-a776-4f53f0d0bf14","32008L0057","A27P4","false",NA
"31991L0376","1991-06-25","1991-07-05","2009-01-08","8124de30-ce08-4cbe-9814-d4e602698b57","31966L0401","A03P3","false",NA
"31976L0625","1976-07-20","1976-07-29","2002-04-15","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"32009L0056","2009-06-12","1001-01-01","9999-12-31",NA,NA,NA,"false",NA
"32012L0033","2012-11-21","2012-12-17","2016-06-09","2b683c04-3f82-4f89-bd53-ca8450a01886","12012E192","P1","false","2014-06-18"
"32006L0110","2006-11-20","2007-01-01","2011-12-31","be2a7a0c-50e7-4d8a-a4f6-7f25e5e7ee49","12005S/TTE/04","P3","false","2007-01-01"
"32003L0025","2003-04-14","2003-05-17","9999-12-31","1113f453-7474-4603-9a74-a10da8ca3692","12002E080","P2","true","2004-11-16"
"32006L0068","2006-09-06","2006-10-15","2012-12-03","24e001be-bc3d-46e6-803b-b58ac6df6ec6","12002E044","P1","false","2008-04-15"
"32014L0064","2014-05-15","2014-07-17","2021-04-20","bd66fdce-dbcd-4618-972e-989ad69734be","12012E043","P2","false","2016-01-18"
"31990L0119","1990-03-05","1990-03-12","2018-10-31","bdda5088-3142-4d0d-97cd-60b480f7c058","31988L0661","A08","false","1993-01-01"
"32016L1629","2016-09-14","2016-10-06","9999-12-31","779d625d-65ff-4bab-86e0-24b3666d2740","12016E091","P1","true","2018-10-07"
"32008L0122","2009-01-14","2009-02-23","9999-12-31","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"true","2011-02-23"
"32009L0035","2009-04-23","2009-05-20","9999-12-31","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"true","1979-06-15"
"32003L0034","2003-05-26","2003-07-15","2009-05-31","6605ff4a-754d-4d10-bc74-9499a44ae68d","12002E251",NA,"false","2004-07-15"
"32004L0003","2004-02-11","2004-02-19","2013-01-01","6605ff4a-754d-4d10-bc74-9499a44ae68d","12002E251",NA,"false","2005-02-18"
"31992L0116","1992-12-17","1993-01-05","2015-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1995-01-01"
"31995L0069","1995-12-22","1996-01-19","2005-12-31","a811ac5d-2d67-4dcd-bf4b-04dbcfbc927e","11992E043",NA,"false","1998-04-01"
"31995L0023","1995-06-22","1995-10-11","2005-12-31","a811ac5d-2d67-4dcd-bf4b-04dbcfbc927e","11992E043",NA,"false","1995-07-01"
"31998L0099","1998-12-14","1998-12-31","2016-04-19","a811ac5d-2d67-4dcd-bf4b-04dbcfbc927e","11992E043",NA,"false","1999-07-01"
"31985L0583","1985-12-20","1985-12-24","1990-07-01","3714c5c5-1c90-4ef1-832c-a8abe0f5e252","11957E069",NA,"false","1989-10-01"
"31993L0105","1993-11-25","1993-12-03","2008-05-31","8e12a450-cb71-4356-bd3b-8a9f980208a0","31967L0548","A12","false","1993-12-31"
"32007L0073","2007-12-13","2008-01-03","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false","2008-06-14"
"32003L0081","2003-09-05","2004-08-01","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","false","2005-01-31"
"32005L0074","2005-10-25","2005-11-15","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false","2006-04-26"
"32016L0844","2016-05-27","2016-06-17","9999-12-31","89c0a576-8ec6-453a-bfbb-32c363dcedce","12012E100","P2","true","2017-07-01"
"32006L0128","2006-12-08","2006-12-29","2008-07-17","02f8d94a-6feb-4af2-b0e7-0651a449f545","31989L0107","A03P3PTA)","false","2008-02-15"
"32006L0129","2006-12-08","2006-12-29","2008-10-08","02f8d94a-6feb-4af2-b0e7-0651a449f545","31989L0107","A03P3PTA)","false","2008-02-15"
"32008L0060","2008-06-17","2008-07-08","2012-11-30","02f8d94a-6feb-4af2-b0e7-0651a449f545","31989L0107","A03P3PTA)","false","1996-07-01"
"32008L0061","2008-06-17","2008-07-08","2019-12-13","97ebdf59-5b83-4403-a0ad-d0d31b1045c0","32000L0029","A03P8","false","1996-02-01"
"32008L0085","2008-09-05","2008-09-26","2013-08-31","dd121338-803b-4793-b8bd-6db66b18104a","31998L0008","A16P2L2","false","2009-06-30"
"32000L0072","2000-11-22","2000-12-19","2009-12-31","d891e9b6-ca7e-4f14-91f1-010e1f65f75a","31992L0061","A16","false","2001-12-31"
"31973L0264","1973-07-27","1973-08-06","1985-07-10","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A06P1BIS","false","1974-01-01"
"31960L0921","1960-05-11","1960-05-11","1960-07-01","fdb06f4d-c238-443c-82d8-af1b36a84490","11957E067","P1","false","1960-08-11"
"31991L0356","1991-06-13","1991-07-02","2003-11-02","e6e324be-b178-4425-a5dd-f331f53d8b5b","31975L0319","A19BIS","false","1992-01-01"
"31988L0411","1988-06-21","1988-06-28","2009-12-31","b35f46fc-8809-46e5-a4d0-16ae94c03a01","31974L0150","A11","false","1988-09-30"
"32014L0004","2013-10-18","2014-01-29","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2014-07-31"
"32014L0015","2013-10-18","2014-01-29","9999-12-31","6be9a15c-0644-4f7d-9911-462a649b5c0c","32011L0065","A05P1PTA)","true","2014-07-31"
"32010L0026","2010-03-31","2010-04-02","2016-12-31","627e7161-857d-4af7-9403-865acdbc95a5","31997L0068","A14","false","2011-03-31"
"31979L0116","1978-12-21","1978-12-22","1995-09-13","e1da8614-4bbc-4bbb-810b-25f4ca287ce0","11957E084","P2","false","1979-12-31"
"32000L0056","2000-09-14","2000-10-11","2013-01-18","d796a580-6ef0-4ed8-b0cb-5fdef803cf0d","31991L0439","A07BISP2","false","2003-09-30"
"31979L0040","1978-12-18","1978-12-21","1983-12-01","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1978-12-31"
"31979L0032","1978-12-18","1978-12-21","1995-12-26","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1979-12-31"
"31980L0219","1980-01-22","1980-12-31","1998-07-01","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1980-12-31"
"31983L0643","1983-12-01","1983-12-05","1992-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1984-12-31"
"31989L0395","1989-06-14","1989-06-20","2000-05-25","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false",NA
"32001L0105","2001-12-19","2002-01-22","2009-06-16","c2d31e4d-64f9-4020-87d0-17fefed0e0ae","11997E080","P2","false",NA
"32008L0032","2008-03-11","2008-03-21","9999-12-31","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"true",NA
"32009L0039","2009-05-06","2009-06-09","2016-07-19","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"false",NA
"31989L0366","1989-05-30","1989-06-06","2002-08-08","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"32001L0084","2001-09-27","2001-10-13","9999-12-31","77d8f3bb-cfe1-43e0-a854-f8c51b9ccda8","11997E251",NA,"true",NA
"32001L0079","2001-09-17","2001-10-26","2004-10-17","de2f6bfa-e0e7-4383-af1f-3406fa00a4f1","31970L0524","A05","false",NA
"32002L0008","2002-02-06","2002-02-14","2003-10-14","f6621b38-bbc0-46ab-be73-c7ae8cf7ee8c","31970L0457","A07P2","false",NA
"31993L0017","1993-03-30","1993-04-06","2015-12-31","ebf9dd6e-86ac-449f-94d3-1704bba8f7db","31966L0403","A03P3","false",NA
"31979L0197","1979-02-06","1979-02-12","1988-03-09","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false",NA
"31998L0020","1998-03-30","1998-04-27","2007-01-15","88ecbc5f-ef18-4db7-a742-032d77f8b671","11992E084","P2","false","2002-03-31"
"31989L0299","1989-04-17","1989-04-25","2000-06-14","d23b6afa-edbb-4228-be51-0abfde1a6b7e","11957E149","P2","false","1993-01-01"
"31997L0009","1997-03-03","1997-03-26","9999-12-31","1c1b5920-90b7-413a-b9f2-4ad20efc6d18","11992E057","P2","true","1998-09-26"
"31998L0072","1998-10-15","1998-11-04","2010-01-20","02f8d94a-6feb-4af2-b0e7-0651a449f545","31989L0107","A03P2","false","2000-05-04"
"32013L0030","2013-06-12","2013-07-18","9999-12-31","2b683c04-3f82-4f89-bd53-ca8450a01886","12012E192","P1","true","2015-07-19"
"32009L0050","2009-05-25","2009-06-19","2023-11-18","c968eecb-eadf-4045-908f-e91663dfd560","12006E063","L1PT4)","false","2011-06-19"
"32000L0030","2000-06-06","2000-08-10","2018-05-19","15eddf43-824b-4fbc-93f2-cffb9aaa4c4a","11997E071","P1PTC","false","2002-08-09"
"32014L0023","2014-02-26","2014-04-17","9999-12-31","2e266717-7e4e-4a00-b7d1-fcdc1ac89cf5","12012E053","P1","true","2016-04-18"
"32008L0050","2008-05-21","2008-06-11","2026-12-11","171e521a-3ffe-46ac-90eb-ed97dbb7dcd2","12006E251",NA,"true","2010-06-10"
"32005L0039","2005-09-07","2005-10-20","2014-10-31","6605ff4a-754d-4d10-bc74-9499a44ae68d","12002E251",NA,"false","2006-04-19"
"32003L0059","2003-07-15","2003-09-10","2023-01-11","6605ff4a-754d-4d10-bc74-9499a44ae68d","12002E251",NA,"false","2006-09-09"
"31996L0053","1996-07-25","1997-09-17","9999-12-31","b86a5126-9bcd-4a14-982a-e82c9d09bf0e","11992E189C",NA,"true","1997-09-16"
"31996L0047","1996-07-23","1996-09-18","2013-01-18","b86a5126-9bcd-4a14-982a-e82c9d09bf0e","11992E189C",NA,"false","1996-06-30"
"31997L0027","1997-07-22","1997-09-14","2014-10-31","cc299c53-3d01-42ec-ad9d-05195509c52e","11992E189B",NA,"false","1997-07-22"
"31991L0683","1991-12-19","1991-12-24","2000-07-29","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1993-06-01"
"31990L0168","1990-03-26","1990-04-10","2000-07-29","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1991-01-01"
"31993L0024","1993-06-01","1993-06-09","2008-12-20","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1994-01-01"
"31990L0423","1990-06-26","1990-07-26","2016-04-19","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1992-01-01"
"32014L0104","2014-11-26","2014-12-25","9999-12-31","6b390c35-d623-4785-86a0-1fb492a32cab","12012E294",NA,"true","2016-12-27"
"31990L0366","1990-06-28","1990-07-16","1993-12-31","974eded0-d2d9-4941-8471-f3333ba93c66","11957E235",NA,"false","1992-06-30"
"32003L0048","2003-06-03","2003-07-16","2015-12-31","ee8adac0-d123-4364-afb9-61329aeb94f4","12002E094",NA,"false","2003-12-31"
"32003L0049","2003-06-03","2003-06-26","9999-12-31","ee8adac0-d123-4364-afb9-61329aeb94f4","12002E094",NA,"true","2004-01-01"
"32003L0123","2003-12-22","2004-02-02","2012-01-17","ee8adac0-d123-4364-afb9-61329aeb94f4","12002E094",NA,"false","2005-01-01"
"31998L0080","1998-10-12","1998-10-17","2006-12-31","a76774b5-47cc-447f-8ac5-7d6f81bd214f","11992E099",NA,"false","2000-01-01"
"32007L0006","2007-02-14","2007-02-01","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","false","2007-07-31"
"32006L0039","2006-04-12","2007-02-01","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","false","2007-07-31"
"32004L0095","2004-09-24","2004-10-18","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false","2005-03-25"
"32005L0037","2005-06-03","2005-06-25","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false","2005-12-04"
"32006L0009","2006-01-23","2006-02-15","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false","2006-07-26"
"32004L0115","2004-12-15","2005-01-11","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false","2005-06-22"
"32005L0048","2005-08-23","2005-09-13","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1","false","2006-02-24"
"32005L0070","2005-10-20","2005-11-10","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false","2006-04-21"
"31998L0090","1998-11-30","1998-12-19","2014-10-31","33214808-2cf0-4970-9dec-8f8843c3468d","31970L0156","A13P2","false","1998-12-31"
"31993L0002","1993-01-28","1993-01-29","9999-12-31","7fc42eea-19dd-4763-90ac-2ae9268d818f","31966L0402","A21BIS","true","1993-05-31"
"32003L0032","2003-04-23","2003-05-16","2013-08-28","13ac0254-4e7f-41e0-9549-2ed1602dc869","31993L0042","A14TER","false","2003-12-31"
"32011L0094","2011-11-28","2011-12-19","9999-12-31","466ee020-0598-45b2-8fdd-65aa905668f1","32006L0126","A08","true","2012-06-30"
"32015L0653","2015-04-24","2015-05-15","9999-12-31","466ee020-0598-45b2-8fdd-65aa905668f1","32006L0126","A08","true","2017-01-01"
"32004L0070","2004-04-28","2004-05-01","2022-12-13","97ebdf59-5b83-4403-a0ad-d0d31b1045c0","32000L0029","A14L2PTD)","false","2004-06-01"
"32006L0004","2006-01-26","2006-02-16","2008-08-31","4a976d8b-8f69-4bad-bd11-7c1a6879cc68","31986L0362","A10","false","2006-07-27"
"32005L0046","2005-07-08","2005-07-29","2008-08-31","4a976d8b-8f69-4bad-bd11-7c1a6879cc68","31986L0362","A10","false","2006-06-09"
"32000L0071","2000-11-07","2000-12-04","9999-12-31","9cdbfc9b-d814-4e9e-b05d-49dbb7c97ba1","31998L0070","A10","true","2001-01-01"
"32014L0022","2014-02-13","2014-03-06","2021-04-20","8b8e5668-083b-4941-9dd6-2323e93fee33","32006L0088","A61P2","false","2014-11-15"
"31974L0013","1973-12-04","1973-12-11","2002-12-31","4f992381-fe05-445d-962f-0710b04509f9","31971L0161","A09","false","1974-07-01"
"32006L0013","2006-02-03","2006-02-24","9999-12-31","aca28b8c-bf9d-444f-b470-268f71df28fb","32002L0032","A08P1","true","2006-11-04"
"32005L0091","2005-12-16","2005-12-24","9999-12-31","3b237693-9bb0-4d15-8203-f56d0d95c71f","32002L0053","A07P2PTA)","true","2006-03-31"
"32014L0021","2014-02-06","2014-02-27","9999-12-31","a71d473c-ddf5-40e5-9d5b-22180132315d","32002L0056","A18PTC)","true","2015-12-31"
"32014L0020","2014-02-06","2014-02-27","9999-12-31","a71d473c-ddf5-40e5-9d5b-22180132315d","32002L0056","A03P3L1","true","2015-12-31"
"31976L0399","1976-04-06","1976-04-09","2009-01-19","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1981-01-01"
"31974L0647","1974-12-09","1974-12-11","2019-12-13","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1975-12-11"
"32009L0036","2009-04-16","2009-05-07","2013-07-11",NA,NA,NA,"false","2009-11-15"
"32009L0045","2009-05-06","2009-07-15","9999-12-31","f478817f-b975-4585-b4cb-d6a377c2ea12","12006E080","P02","true",NA
"32001L0005","2001-02-12","2001-02-24","2010-01-20","02f8d94a-6feb-4af2-b0e7-0651a449f545","31989L0107","A03P2","false",NA
"31991L0072","1991-01-16","1991-02-07","2000-05-25","dfbcf46b-1d98-4a8f-bfe5-08dca7882254","31979L0112","A06P5PTBTIRE3","false",NA
"31990L0656","1990-12-04","1990-12-13","1995-12-31","034b6ee8-9829-49b1-81bc-52f0c8b6dea7","11957E130S",NA,"false",NA
"32009L0133","2009-10-19","2009-12-15","9999-12-31","905903e0-2796-46fd-bf98-f9e27b734ae7","12006E094",NA,"true",NA
"32001L0091","2001-10-29","2001-11-19","2009-05-31","70b23758-ad3c-4dfc-9085-8b209fdfa6e8","31976L0769","A2BIS","false",NA
"31974L0553","1974-11-07","1974-11-11","2008-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false",NA
"31991L0633","1991-12-03","1991-12-16","2000-06-14","6a4deddd-21b2-493f-b3ed-740a4632ebb0","31989L0299","A06P2","false","1992-12-31"
"32006L0098","2006-11-20","2007-01-01","2013-01-01","be2a7a0c-50e7-4d8a-a4f6-7f25e5e7ee49","12005S/TTE/04","P3","true","2007-01-01"
"32006L0115","2006-12-12","2007-01-16","9999-12-31","3f5c3895-3383-4adb-ba70-a220c9b90a90","12002E047","P2","true","1994-07-01"
"31990L0120","1990-03-05","1990-03-12","2003-06-10","37c9e3d8-0e5b-474e-a86a-af7c7ea5a3ef","31988L0407","A18","false","1990-04-01"
"32000L0026","2000-05-16","2000-07-20","2009-10-26","9f23e4cd-4b31-4cdf-a6b6-a88bd4bb3b22","11997E047","P2","false","2003-01-19"
"31985L0303","1985-06-10","1985-06-17","2008-12-31","51fd33b3-06d4-4283-b44e-6027f3f4b82f","11957E100",NA,"false","1986-01-01"
"31992L0052","1992-06-18","1992-06-29","2016-07-19","8204c9eb-d7d2-443d-a4c1-e6a7f2089338","11957E113",NA,"false","1994-06-01"
"31998L0048","1998-07-20","1998-08-05","2015-10-06","cc299c53-3d01-42ec-ad9d-05195509c52e","11992E189B",NA,"false","1999-08-05"
"31991L0494","1991-06-26","1991-07-23","2005-12-31","5013e763-b28e-492b-827e-9cb15cc00430","11957E043",NA,"false","1992-05-01"
"32003L0043","2003-05-26","2003-06-11","2021-04-20","757b23c4-c2b5-437d-a73b-f6c4aa6d3ee8","12002E037",NA,"false","2004-07-01"
"31997L0003","1997-01-20","1997-01-30","2000-07-29","a811ac5d-2d67-4dcd-bf4b-04dbcfbc927e","11992E043",NA,"false","1998-03-31"
"31985L0584","1985-12-20","1986-01-01","2007-10-19","fb5c1ee8-86ec-455d-8822-3eeb0338953b","11985I396",NA,"false","1987-10-01"
"32005L0062","2005-09-30","2005-10-21","9999-12-31","408e3121-2694-467b-905b-dfa95f554d4a","32002L0098","A29","true","2006-08-31"
"32005L0061","2005-09-30","2005-10-21","9999-12-31","408e3121-2694-467b-905b-dfa95f554d4a","32002L0098","A29P2PTA)","true","2006-08-31"
"32000L0052","2000-02-28","2000-08-18","2006-12-19","9a509960-9bd6-4129-bc1c-013027790326","11957E086","P3","false","2001-07-31"
"32006L0085","2006-10-23","2007-08-01","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","false","2008-01-31"
"32009L0115","2009-08-31","2009-09-01","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","false","2010-01-31"
"32006L0061","2006-07-07","2006-08-16","2008-08-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A04P1PTF)","false","2007-01-20"
"32011L0041","2011-04-11","2011-06-01","9999-12-31","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A06P1","true","2011-11-30"
"31995L0035","1995-07-14","1995-07-01","2011-06-13","c2514307-b9a4-4a7b-9f36-a9f3662df21b","31991L0414","A18P2","false","1996-06-30"
"31995L0054","1995-10-31","1995-11-28","2014-10-31","33214808-2cf0-4970-9dec-8f8843c3468d","31970L0156","A13P2","false","1995-12-01"
"32015L1127","2015-07-10","2015-07-31","9999-12-31","a32ddb30-1a98-4911-964a-e4f4f638f20d","32008L0098","A38P1","true","2016-07-31"
"31964L0223","1964-02-25","1964-02-26","1999-07-30","d4b0fa07-500a-4196-afc5-43547911a9e2","11957E063","P2","false","1964-08-26"
"31995L0045","1995-07-26","1995-09-25","2009-01-29","02f8d94a-6feb-4af2-b0e7-0651a449f545","31989L0107","A03P3PTA","false","1996-07-01"
"31992L0008","1992-02-18","1992-03-02","2013-07-11","63b42f06-f411-4f26-9e75-e0a2cd5c68bf","31976L0768","A08P2","false","1992-12-31"
"32000L0006","2000-02-29","2000-03-04","2013-07-11","63b42f06-f411-4f26-9e75-e0a2cd5c68bf","31976L0768","A08P2","false","2000-07-01"
